gene,t_stat,p_value,fdr,mean_ALL,mean_AML,log2FC,cohen_d,abs_cohen_d
Stimulatory Gdp/Gtp Exchange Protein For C-Ki-Ras P21 And Smg P21,1.7355707800455964,0.0873494697403528,0.24405495118446915,535.468085106383,396.2,0.05673537125706688,0.3888973196538265,0.3888973196538265
Rod photoreceptor protein,-1.6257277004540032,0.10961672561096687,0.28059520175245345,202.85106382978722,253.88,-0.022279816071372558,-0.38886118144467274,0.38886118144467274
GB DEF = Diadenosine tetraphosphatase mRNA,1.5790589426772748,0.1204114320990342,0.29702875412941687,11.936170212765957,-5.24,0.008047170748056722,0.38881021418782147,0.38881021418782147
KIAA0260 gene; partial cds,1.8258765709277784,0.07214834028660057,0.21547780389743423,197.31914893617022,141.52,0.02480515592769982,0.38857386522119003,0.38857386522119003
Metastasis-associated mta1 mRNA,-1.5773422585235357,0.12080825277312984,0.2974929305767332,208.68085106382978,289.04,-0.03487045315249082,-0.38844028143723525,0.38844028143723525
Fructose 6-phosphate;2-kinase/fructose 2;6-bisphosphatase; partial cds,1.740118611475001,0.08650587515374425,0.24308253211314257,268.78723404255317,169.68,0.04339367435475291,0.38829622170329037,0.38829622170329037
PXR1 Peroxisome receptor 1,-1.4412954048230684,0.15718212054282357,0.3532633472098957,455.78723404255317,566.32,-0.044459244308185576,-0.3882235882411904,0.3882235882411904
KIAA0139 gene,1.4768050741231948,0.14697193061281366,0.33745252948956694,-59.57446808510638,-165.8,0.05172166220688438,0.3881704166908665,0.3881704166908665
AFFX-ThrX-3_at (endogenous control),1.4058408634511954,0.16787028430887818,0.3664259818854846,-261.0,-314.04,0.027442496343887957,0.38788624790186366,0.38788624790186366
WEE1-LIKE PROTEIN KINASE,-1.6816859313499866,0.09770318537083317,0.2613606035679811,55.787234042553195,86.48,-0.014070153226334686,-0.38786901298194554,0.38786901298194554
KIAA0168 gene,1.4436974385128347,0.15645495839349735,0.352528525829335,94.38297872340425,65.72,0.013102518014133303,0.38782292375736604,0.38782292375736604
TNF Tumor necrosis factor,1.5254983752678275,0.13376702541479765,0.31776911835457927,-143.0212765957447,-173.68,0.015160010588113467,0.38751045509445076,0.38751045509445076
I-plastin mRNA,1.5048169247467238,0.13924414210131716,0.3267516422120771,28.29787234042553,2.44,0.012067547571946604,0.3874682342015239,0.3874682342015239
GFPT Glutamine-fructose-6-phosphate transaminase,2.0523362289061673,0.04488035947456521,0.1615349894859511,180.70212765957447,102.32,0.035147384919735514,0.38740401788795664,0.38740401788795664
Smn gene (survival motor neuron protein SMN) extracted from Human basic transcription factor 2 p44 (btf2p44) gene; partial cds; neuronal apoptosis inhibitory protein (naip) and survival motor neuron protein (smn) genes,-1.5283367904268772,0.13301033150442756,0.3167103050417716,387.8085106382979,459.12,-0.02940001238206017,-0.38713012184074375,0.38713012184074375
MEF2C MADS box transcription enhancer factor 2; polypeptide C (myocyte enhancer factor 2C),-1.3047676200102352,0.20123016095158913,0.40832928134757884,345.8085106382979,594.48,-0.10120971430846526,-0.38711387853086865,0.38711387853086865
Multiple exostosis-like protein (EXTL) mRNA,-1.6295042913208637,0.10870360879028303,0.2789589730258919,15.617021276595745,43.96,-0.013165918572998266,-0.38686801097417955,0.38686801097417955
GLRA2 Glycine receptor; alpha 2,-1.6258056969671468,0.10952201663438366,0.28047432528876043,53.04255319148936,144.52,-0.04157237279724658,-0.3868305994472422,0.3868305994472422
Matk=megakaryocyte-associated tyrosine kinase [human; Genomic; 2617 nt 13 segments],-1.529825728994975,0.13258838074246032,0.31644545239805816,277.21276595744683,320.12,-0.0183434095953829,-0.38636773698411947,0.38636773698411947
GB DEF = Uterine bombesin receptor,1.649856257404469,0.104254707617454,0.2714009286482979,3.7872340425531914,-10.0,0.006472989314438337,0.3860483545817091,0.3860483545817091
LAMB2 Laminin; beta 2 (laminin S),-1.3855809966128319,0.17411548982764605,0.3746662622943823,171.04255319148936,232.08,-0.02686783235464079,-0.38586255220365095,0.38586255220365095
Bactericidal Bpi'Gene,-1.4921630766588587,0.14259910076817747,0.3310286517018356,21652.957446808512,22784.08,-0.0645253201013663,-0.38581671088566244,0.38581671088566244
L23-related mRNA,-1.379406049468365,0.17607940466708277,0.37752483484861143,984.063829787234,1169.64,-0.06447963743791921,-0.38575344998764055,0.38575344998764055
GB DEF = H19 RNA gene,1.505945021853328,0.13885673352405406,0.3261646304095491,27.51063829787234,-12.48,0.018710821345308493,0.3857281412945353,0.3857281412945353
GB DEF = Na+-D-glucose cotransport regulator gene,-1.4387773302189746,0.15779121703538554,0.35418563798654396,197.5531914893617,229.96,-0.014211847791043458,-0.3856085926534125,0.3856085926534125
Serine/threonine-protein kinase PRP4h (PRP4h) mRNA,-1.512871459740323,0.13700018577359965,0.32350921642265384,-182.29787234042553,-97.64,-0.04160172457961891,-0.385591854608364,0.385591854608364
Phosphoenolpyruvate carboxykinase,-1.283034030894981,0.20889680811930011,0.4175007976121364,-21.19148936170213,183.8,-0.09370150468522095,-0.38549909226705614,0.38549909226705614
SERYL-TRNA SYNTHETASE,-1.4935544607583395,0.14219927502426968,0.33088272413648445,18.659574468085108,32.2,-0.006298622615044354,-0.38542890188475376,0.38542890188475376
Transposon-like element mRNA,1.771088202737783,0.08099281465987705,0.23368428771037053,575.2127659574468,402.36,0.06996848587701386,0.38507538309024864,0.38507538309024864
DNAJ PROTEIN HOMOLOG 1,1.7002659869850978,0.0939312254689207,0.2549065996164411,634.5531914893617,469.36,0.06570216065202228,0.3849638306541008,0.3849638306541008
GB DEF = (clone p17/90) rearranged iduronate-2-sulphatase homologue gene,-1.2919681113327752,0.20565262028947165,0.4138011656911215,34.191489361702125,47.88,-0.006335627747666795,-0.38484048983324787,0.38484048983324787
TCF11 Transcription factor 11 (basic leucine zipper type),1.50093472225703,0.14016021632170494,0.3285784190489778,-131.25531914893617,-223.6,0.04596624390949768,0.38476605220798893,0.38476605220798893
MX1 Myxovirus (influenza) resistance 1; homolog of murine (interferon-inducible protein p78),2.113134947124908,0.04001729860935671,0.15011596703758667,944.8085106382979,97.44,0.34143806406426497,0.3846946919024727,0.3846946919024727
FRG1 mRNA,-1.5509661946812006,0.12712190597470144,0.307725659658284,477.1063829787234,565.92,-0.03561834698322813,-0.3846469003502058,0.3846469003502058
Kinase suppressor of ras-1 (KSR1) mRNA; partial cds,1.1965386267783722,0.24172551742311826,0.45610076086612394,-9.46808510638298,-35.8,0.012441731193110423,0.38462814960364006,0.38462814960364006
IL13 receptor alpha-1 chain,1.6154225972336127,0.11175545898178325,0.2835690872852527,-266.6808510638298,-318.6,0.026911963292154163,0.38435378404484727,0.38435378404484727
KIAA0384 gene,-1.3508414935140178,0.1853200334666277,0.3891447771969334,428.2340425531915,531.64,-0.04195624819360992,-0.38424351835238413,0.38424351835238413
Clone 23803 mRNA; partial cds,-1.4007129296281338,0.16926577477269875,0.3682318304408207,1248.0851063829787,1390.72,-0.046820902567157256,-0.3841285191680357,0.3841285191680357
GB DEF = Partial cDNA sequence; clone x101; putative microtubule-associated; protein 1A (MAP1A),1.4015837565995488,0.1689911304688737,0.3681001341135838,-2406.7872340425533,-2726.76,0.9382461599361279,0.3840580086446879,0.3840580086446879
Kinesin-related protein,1.4015837565995488,0.1689911304688737,0.3681001341135838,-2406.7872340425533,-2726.76,0.9382461599361279,0.3840580086446879,0.3840580086446879
Nucleotide binding protein mRNA,-1.325041809184737,0.19402477778630714,0.3990775074548712,206.4255319148936,270.2,-0.02776139561259027,-0.38405549931448424,0.38405549931448424
GB DEF = Telomerase reverse transcriptase (hTRT) mRNA,1.8709250236194974,0.06557858108289201,0.20335350349714534,332.29787234042556,240.88,0.03922460874641713,0.38395256705935915,0.38395256705935915
MLN51 mRNA,1.7133101269857665,0.0913900920805527,0.25048826083900816,1052.531914893617,888.04,0.05865733733920228,0.38380867231978205,0.38380867231978205
PCOLCE Procollagen C-endopeptidase enhancer,1.5471651219760938,0.12803658653276817,0.3093096663477141,-87.25531914893617,-112.0,0.011994209691960146,0.38373789316997287,0.38373789316997287
IL2RG Interleukin 2 receptor gamma chain,1.8346226246136519,0.07081246389378718,0.21282402369218276,634.5744680851063,519.12,0.04560263441633283,0.38359889597532537,0.38359889597532537
BONE MORPHOGENETIC PROTEIN 6 PRECURSOR,1.3626423448154243,0.1813936963924137,0.3846388047535744,-213.61702127659575,-254.96,0.020989591199000346,0.38358850254251486,0.38358850254251486
ALDH3 Aldehyde dehydrogenase 3,1.670944796628628,0.09975899292919402,0.26506964613947975,-186.19148936170214,-352.64,0.0855861932650052,0.3835218593347299,0.3835218593347299
Unnamed protein product gene extracted from Homo sapiens Werner syndrome gene,-1.412648866885597,0.16554648257682747,0.36396144789662227,493.78723404255317,622.6,-0.051141193320851784,-0.3834975040461482,0.3834975040461482
SRF Serum response factor (c-fos serum response element-binding transcription factor),1.4189301737956974,0.16362749827493603,0.36138087324899354,-248.38297872340425,-294.64,0.023796242323540273,0.38344338661071264,0.38344338661071264
GB DEF = Connexin43 gap junction protein (connexin43) gene; exon 1 and promoter region,-1.612747422104044,0.11232632366449379,0.284360071932905,173.6595744680851,222.04,-0.021320303253822354,-0.3834388861332361,0.3834388861332361
KIAA0041 gene; partial cds,1.390102833689333,0.17255006162489525,0.3727618394788532,123.02127659574468,102.2,0.009420673337929302,0.38331536286493634,0.38331536286493634
Angiogenin gene; and three Alu repetitive sequences,1.4951447237541644,0.14165605601393264,0.3307782585402312,184.61702127659575,117.32,0.030087866536126072,0.38319317474443493,0.38319317474443493
GB DEF = Alpha-1 strychnine binding subunit of inhibitory glycine receptor mRNA,-1.3848747829890593,0.1741914505556592,0.3747166116509639,451.02127659574467,518.0,-0.02714013006549704,-0.3830262664539408,0.3830262664539408
SGNE1 Secretory granule; neuroendocrine protein 1 (7B2 protein),-1.3588334165666087,0.1826084095298719,0.386303811542862,94.44680851063829,123.52,-0.013169312084204568,-0.3829212421757947,0.3829212421757947
CD1C CD1c antigen (thymocyte antigen),-1.4150180007320352,0.16478985865111084,0.363246615395321,449.6595744680851,541.88,-0.03725137685998611,-0.3828816828574556,0.3828816828574556
Atpase; Cu2+ Transporting,1.4852547249476007,0.14434080135045196,0.3338759159076483,-227.0212765957447,-276.52,0.025285974231885132,0.3825553585274417,0.3825553585274417
Rho7 gene extracted from Human BRCA1; Rho7 and vatI genes; and ipf35 gene; partial cds,1.5233466191674714,0.13409498167909015,0.31823945170486695,67.95744680851064,42.76,0.011609154657527841,0.3825251626361939,0.3825251626361939
V7 mRNA for leukocyte surface protein,1.7491667783983302,0.0847706136441953,0.240923381459358,143.0212765957447,104.92,0.01717802393624069,0.38242289379901845,0.38242289379901845
AUTOANTIGEN PM-SCL,-1.615079307760271,0.11175982989916726,0.2835690872852527,-114.68085106382979,-18.52,-0.04610307980517651,-0.3824078147652717,0.3824078147652717
Potassium Channel Protein (Gb:Z11585),-1.615079307760271,0.11175982989916726,0.2835690872852527,-114.68085106382979,-18.52,-0.04610307980517651,-0.3824078147652717,0.3824078147652717
KIAA0133 gene,1.5788326175725038,0.12018696505942751,0.29657766490434706,-67.68085106382979,-112.12,0.02147059114917496,0.38222931047271885,0.38222931047271885
YWHAZ Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; zeta polypeptide,1.5330473546578032,0.13155214323062783,0.3148444807400061,-298.4255319148936,-383.64,0.044954263433453025,0.38194956729000784,0.38194956729000784
AGA Aspartylglucosaminidase,1.6181224675331036,0.11105197778233805,0.283049535076971,-64.29787234042553,-97.88,0.01617720047298577,0.3817972637579298,0.3817972637579298
POLB DNA polymerase beta subunit,1.670240945720494,0.09985093628765397,0.26521509865673815,695.063829787234,606.44,0.034309551196411256,0.38174183794813926,0.38174183794813926
GNB1 Guanine nucleotide binding protein (G protein); beta polypeptide 1,1.640389026544295,0.10614196777469978,0.2745595385579952,3248.404255319149,2766.12,0.11443759544069668,0.3817347243420714,0.3817347243420714
Zinc Finger Protein Hzf6,-1.6776444244711948,0.09833484027906754,0.2627545263678682,-242.3404255319149,-163.8,-0.03944298978956309,-0.3815169112520233,0.3815169112520233
EEF2 Eukaryotic translation elongation factor 2,1.8251955837725802,0.07223971578628305,0.21557832039283012,-150.14893617021278,-200.56,0.025073598833185457,0.3813645881167205,0.3813645881167205
40S RIBOSOMAL PROTEIN S17,-1.428373603257806,0.160667065293018,0.35821175772623887,-53.40425531914894,-6.96,-0.021999409682705584,-0.3813023685163956,0.3813023685163956
RbP gene (renin-binding protein) extracted from Human Xq28 genomic DNA in the region of the L1CAM locus containing the genes for neural cell adhesion molecule L1 (L1CAM); arginine-vasopressin receptor (AVPR2); C1 p115 (C1); ARD1 N-acetyltransferase related protein (TE2); renin-binding protein (RbP); host cell factor 1 (HCF1); and interleukin-1 receptor-associated kinase (IRAK) genes; and Xq28lu2 gene,1.6851159218117941,0.09682492218273873,0.2599867684522578,1211.9148936170213,996.24,0.07445368146963223,0.3812675398806648,0.3812675398806648
Transducin-like protein mRNA,-1.4933751474363826,0.1420435520813715,0.33088272413648445,92.65957446808511,115.44,-0.010334853127849679,-0.3812244881672798,0.3812244881672798
AFFX-BioB-M_at (endogenous control),1.2966889329077527,0.20374367098798232,0.4117402423004992,-147.74468085106383,-183.4,0.01767451436878121,0.38047440443119745,0.38047440443119745
VITAMIN K-DEPENDENT PROTEIN Z PRECURSOR,-1.4715048297126696,0.14807792773963513,0.33910939507094723,118.06382978723404,183.04,-0.029053915498235175,-0.3804613417196169,0.3804613417196169
GB DEF = K+ channel subunit gene,-1.5863949346559822,0.11831236714275901,0.29367996704760757,348.8510638297872,398.12,-0.020606336117444,-0.3803997516702848,0.3803997516702848
Alkaline phosphatase,-1.3108512766126401,0.1987454457021686,0.4052792569824828,390.5531914893617,464.64,-0.030508265256690818,-0.38034649928691916,0.38034649928691916
P97 Antigen; Melanoma-Specific,1.595329518708059,0.11619967300203922,0.2900516347449361,87.59574468085107,59.04,0.013081408472051767,0.38001216000455396,0.38001216000455396
Transcription factor ERF-1 mRNA,-1.4955396515658037,0.14139162868987937,0.33037722744351034,109.46808510638297,132.08,-0.010204735481318845,-0.3799487360861758,0.3799487360861758
F12 Coagulation factor XII (Hageman factor),1.584364339201496,0.11877263093613454,0.2945148125021576,-116.29787234042553,-143.68,0.013409435106487018,0.37988106906846647,0.37988106906846647
GB DEF = EBV/C3d receptor {alternatively spliced; exons 8a;9;10} [human; Jurkat T cells; mRNA Partial; 151 nt],-1.3078725284628827,0.19975654604521326,0.4068194152696779,1151.7021276595744,1447.44,-0.09754660338304275,-0.3797434609021008,0.3797434609021008
Kidney water channel (hKID) mRNA,1.754138632892231,0.0838556198388662,0.23902707470262982,429.4255319148936,313.84,0.048372407083752206,0.3796863786272328,0.3796863786272328
Fetal brain mRNA for hyaluronan synthase,-1.43518698756617,0.15854766544026241,0.35566116938737186,833.9787234042553,1031.16,-0.07098039359403845,-0.3796161898214759,0.3796161898214759
EPOR Erythropoietin receptor,-1.3181565003350137,0.19616422668553266,0.40208590340458955,141.17021276595744,183.92,-0.019044292916002566,-0.379581768054422,0.379581768054422
Transcription Factor Iia,-1.3686589082861154,0.17921119998463703,0.3817139661459449,1602.787234042553,1953.64,-0.10432051760377402,-0.37939147978370097,0.37939147978370097
EEF1D Eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein),1.3358564281640453,0.19007899874379228,0.3941705106276601,123.72340425531915,82.76,0.018588872228270405,0.37914112935069194,0.37914112935069194
Josephin MJD1 mRNA; cds,1.4278848902718841,0.1606893022097975,0.35821175772623887,-98.06382978723404,-127.52,0.014341423017267508,0.37888846433192636,0.37888846433192636
DNA polymerase alpha-subunit,1.617925886851029,0.11099124138700665,0.2829959083862555,-74.97872340425532,-94.12,0.00923134705496522,0.3788778648817951,0.3788778648817951
TGIF protein,1.5802363218218403,0.11970438638939257,0.2956204041746325,2063.404255319149,1588.96,0.13973642548066909,0.3786170047536599,0.3786170047536599
